n.id,numberOfConnectedEdges
"""MIR3670-1""",1
"""LINC02057""",1
"""MIR548H4""",1
"""RBM47""",613
"""FMNL1""",1013
"""CAPN12""",922
"""VHL""",548
"""ECSCR""",123
"""LINC01906""",1
"""NECTIN3""",660
"""MGAT3-AS1""",1
"""MIR3920""",1
"""FAM87B""",1
"""MIR4427""",1
"""NSG1""",202
"""PYDC5""",3
"""LINC02663""",5
"""UNKL""",957
"""LINC01164""",1
"""HGFAC""",821
"""GPC6-AS2""",1
"""CENPU""",426
"""RXRA""",395
"""EMP2""",199
"""OR8U3""",305
"""BAALC-AS1""",1
"""ETFB""",335
"""MIR653""",1
"""FAM86JP""",3
"""CEACAM19""",279
"""MIR5702""",1
"""PKHD1L1""",4465
"""MUSK""",889
"""PIK3C2G""",1322
"""UHRF1BP1""",1225
"""ERCC8-AS1""",1
"""C17orf67""",95
"""LINC02570""",1
"""H2AB2""",3
"""LINC01945""",2
"""ECM2""",636
"""ECHDC2""",432
"""RBM8A""",113
"""TAS2R42""",297
"""CACNA1C-AS2""",1
"""RNVU1-1""",1
"""FKBP11""",313
"""MORN1""",698
"""PAQR4""",324
"""ANG""",159
"""MIR6792""",1
"""SALRNA2""",1
"""ALLC""",428
"""CHRNA9""",468
"""MIR7978""",1
"""LMBRD1""",530
"""MAGEB4""",292
"""MIR196A1""",1
"""MROH2A""",1426
"""SNORD79""",1
"""HS6ST2""",494
"""RAD52""",572
"""CDH9""",942
"""BHLHE22""",385
"""LINC02750""",6
"""BLOC1S2""",162
"""ARMH3""",554
"""PLPBP""",254
"""DEFT1P""",1
"""MIR611""",1
"""ZRSR2""",330
"""DCAF11""",532
"""FZD3""",468
"""GSC""",235
"""SH3RF2""",755
"""SLC36A2""",495
"""ORAI2""",211
"""LINC00520""",2
"""TAGAP""",644
"""EIF3JP1""",1
"""RIMKLA""",312
"""GAP43""",320
"""UNC5B-AS1""",1
"""KIF1C-AS1""",1
"""CHMP4B""",118
"""MIR4298""",1
"""NIT2""",374
"""LINC02320""",6
"""CD2""",358
"""TOMM5""",127
"""VDR""",507
"""DUXAP9""",2
"""MRM3""",458
"""NRSN1""",249
"""WNT11""",363
"""SNAR-G1""",1
"""MIR136""",1
"""ABCC6P1""",1
"""MIR615""",1
"""DRP2""",638
"""OLMALINC""",1
"""ITGA2B""",983
"""MIR6825""",1
"""C1QTNF1""",319
"""LYRM4-AS1""",5
"""LHX3""",475
"""TSPAN31""",214
"""FAM214A""",963
"""ERFE""",334
"""XXYLT1-AS2""",2
"""GNB1L""",370
"""MYD88""",295
"""EXTL3""",787
"""CELF2-AS2""",1
"""NFIB""",546
"""TNNI3K""",915
"""IL21""",102
"""MIR548L""",1
"""ZNF805""",507
"""ZNF180""",716
"""MAP3K3""",532
"""HTR1A""",505
"""MMP14""",510
"""SRA1""",292
"""ZNF736""",371
"""OSR1""",237
"""MIR4724""",1
"""STMN3""",216
"""NOL3""",432
"""DNM1P46""",2
"""MIR3181""",1
"""RGPD1""",537
"""CCDC142""",712
"""SARS2""",627
"""LAP3""",485
"""SPATA31E1""",1705
"""USP8""",871
"""DNAH7""",4176
"""SDHD""",328
"""MIR1290""",1
"""C1orf194""",180
"""WDR31""",351
"""MIR3156-2""",1
"""GGTLC1""",316
"""OR52J3""",405
"""PDCL3""",286
"""MIR329-2""",1
"""PCDH11Y""",520
"""LINC02837""",2
"""TMEM63C""",656
"""OTUD3""",342
"""CNPY3""",257
"""LCE1E""",187
"""LINC00302""",1
"""LINC01925""",1
"""MIR4468""",1
"""TRBJ2-4""",7
"""ZNF823""",494
"""LINC02472""",1
"""ACAD10""",1079
"""ORAI3""",323
"""SNORA51""",1
"""SOX10""",413
"""HHLA2""",486
"""GAGE2D""",1
"""LINC01058""",1
"""MIR525""",1
"""RPL30""",54
"""MIR216B""",1
"""GNA15""",393
"""S100A11""",90
"""KIF17""",1087
"""CDY1""",10
"""MC3R""",404
"""HSD17B2""",587
"""KCNMB1""",239
"""TAS2R38""",310
"""VAMP4""",124
"""MIR6860""",1
"""ZDHHC12""",381
"""KIAA0753""",956
"""HNRNPA2B1""",266
"""CCDC89""",386
"""NUDT18""",337
"""RARRES2""",222
"""MIR4438""",1
"""SPIB""",339
"""MAML3""",1088
"""WNT6""",356
"""LINC02532""",3
"""PCDH11X""",1167
"""KIFC2""",1103
"""AGPAT4""",424
"""MRPS28""",273
"""FANCC""",727
"""SSX2B""",51
"""EDARADD""",212
"""RPS6KA6""",531
"""VPS28""",253
"""LGR5""",838
"""SERINC5""",469
"""MIR6724-2""",1
"""INO80B""",353
"""U2AF1L5""",33
"""IGF2-AS""",3
"""AQP2""",303
"""ANKRD20A21P""",1
"""MLKL""",590
"""C16orf90""",245
"""SUPT7L""",355
"""USP11""",484
"""FOS""",377
"""ZNF248""",616
"""RNASE2""",153
"""NR2F2-AS1""",3
"""ATRNL1""",1307
"""LMOD1""",502
"""TYK2""",1346
"""LINC02678""",1
"""SLC25A5-AS1""",3
"""TBC1D2B""",909
"""TRIM56""",782
"""KLF18""",769
"""CT47B1""",556
"""MIR520A""",1
"""SND1-IT1""",2
"""LINC01623""",1
"""RBMY2EP""",1
"""AKAP6""",2328
"""DHX35""",683
"""SSH3""",689
"""LINC01517""",1
"""BMP2K""",932
"""C12orf29""",275
"""DRAM1""",214
"""IL36RN""",188
"""IFT122""",1365
"""VPS13A-AS1""",1
"""LINC00440""",1
"""NBPF20""",1197
"""USH1C""",1069
"""ZFAND3""",211
"""DGUOK""",349
"""ACOT6""",306
"""MMP9""",791
"""SNORD3J""",1
"""MIR4662A""",1
"""TRAV3""",133
"""WNT3""",241
"""NKIRAS2""",230
"""LINC01981""",1
"""MIR3682""",1
"""GNAO1-AS1""",1
"""IGHV3-64D""",20
"""ALKBH3""",328
"""UFD1""",183
"""SLC40A1""",460
"""SOX5""",714
"""CEACAM18""",407
"""CEP152""",1544
"""LINC02538""",1
"""SPACA1""",316
"""LINC02910""",4
"""TRBV20OR9-2""",116
"""KDELR1""",156
"""GSDMA""",445
"""KRT16P1""",1
"""IL12A""",235
"""PILRB""",402
"""FSIP2""",5110
"""LINC01776""",1
"""MNX1-AS1""",1
"""PLBD2""",569
"""PTPN4""",676
"""GAS8""",639
"""WASHC2C""",1121
"""NDUFA10""",794
"""RASGEF1A""",370
"""MIR4527""",1
"""CYTIP""",342
"""CT45A6""",11
"""PPP3CB-AS1""",2
"""DNAJC3-DT""",1
"""BOLA3-AS1""",3
"""MAD1L1""",870
"""MYO5A""",1329
"""PDHA2""",524
"""ADAMTS3""",1213
"""ADAMDEC1""",515
"""LINC01705""",1
"""CCDC144CP""",2
"""SLC6A8""",432
"""ANXA9""",333
"""LINC01754""",3
"""SEPHS1""",238
"""NPFFR1""",454
"""PDE11A-AS1""",1
"""ESRRG""",542
"""CNNM3-DT""",1
"""SLC6A13""",716
"""ZNF646""",1875
"""GINS1""",191
"""GSTZ1""",274
"""LINC02020""",3
"""LINC01551""",3
"""TNNC2""",153
"""HMGN5""",202
"""KRBA1""",1201
"""IL17C""",268
"""TMEM132A""",1112
"""TBCB""",318
"""LSP1P3""",1
"""SEC14L1P1""",1
"""SEC22B2P""",1
"""LINC02237""",1
"""EPHA7""",902
"""ERVK-6""",7
"""FCER1A""",318
"""EBAG9""",229
"""LINC01890""",2
"""DEPP1""",233
"""F5""",2137
"""MOSPD2""",283
"""KRT81""",507
"""DMBT1L1""",1
"""WNT9A""",366
"""HOMER1""",210
"""ZSWIM8-AS1""",1
"""MIR1291""",1
"""YWHAEP1""",1
"""CHEK1""",475
"""MRPL20""",271
"""FAM172A""",439
"""MYL4""",235
"""CAPN3""",1094
"""ERICH6""",702
"""LINC02727""",2
"""LINC00353""",1
"""MAGOH2P""",1
"""SPAG11A""",296
"""WDR70""",529
"""LMOD3""",609
"""SCARNA15""",1
"""SLC25A11""",217
"""PSMD14""",117
"""SPATA5""",858
"""SNORD114-23""",1
"""SNORA101A""",1
"""SIPA1L3""",1845
"""CEP290""",2351
"""MLN""",109
"""MRPL50""",181
"""APPL2""",657
"""UTP14C""",686
"""ACTR3-AS1""",1
"""MTNR1A""",391
"""FAM124B""",454
"""OR51Q1""",443
"""ADGRE2""",912
"""MIR4520-1""",1
"""C17orf99""",263
"""RLIM""",348
"""LIMS1-AS1""",1
"""FAM163B""",196
"""KLK13""",419
"""TMPRSS3""",467
"""SMG1P2""",2
"""GAB2""",668
"""MIR296""",1
"""LINC02280""",1
"""SPAG1""",842
"""COQ2""",439
"""CEP41""",582
"""KRTAP19-1""",125
"""TRAJ6""",25
"""EIF2AK2""",449
"""GREB1""",1890
"""DCAF17""",502
"""SAMD1""",445
"""LINC02506""",1
"""TEKT4""",687
"""MYL10""",236
"""PAK1""",400
"""MICOS10P1""",1
"""IGSF23""",219
"""MIR548Y""",1
"""SEC14L4""",476
"""SNORD116-20""",1
"""SNORA50B""",1
"""ALDH3B2""",497
"""LINC01657""",1
"""SNX25""",869
"""PLCZ1""",747
"""FAM71E2""",884
"""UBXN10""",271
"""POU6F1""",499
"""AGBL4-AS1""",1
"""BACE2""",402
"""SURF6""",454
"""GABRB2""",416
"""RNA18SN2""",1
"""CASP2""",420
"""ITPKC""",638
"""LINC02405""",1
"""FER1L6-AS1""",2
"""NFATC4""",1006
"""PKDREJ""",2028
"""JUNB""",303
"""SNORD95""",1
"""AP1B1P1""",1
"""IRAG1""",995
"""MTCH2""",288
"""SPO11""",360
"""SLC47A1P2""",1
"""SFR1""",237
"""PPM1J-DT""",2
"""RPS14""",77
"""ELOC""",92
"""LINC02776""",1
"""HOXB4""",224
"""SLC8A2""",589
"""ZNF778""",1018
"""CECR2""",1461
"""PEX3""",278
"""TNFSF13B""",190
"""LINC02283""",1
"""PABPC1P2""",1
"""BRD7P3""",1
"""LINC02438""",1
"""MIR4659B""",1
"""LCN2""",216
"""G6PC1""",382
"""TAS2R33""",1
"""CTSH""",754
"""SLC25A16""",346
"""MIR572""",1
"""XYLB""",652
"""NPM2""",267
"""MCM10""",859
"""ZKSCAN1""",422
"""FLVCR1-DT""",3
"""ZNF585B""",790
"""OR51E2""",411
"""MYO6""",1139
"""ATAD2""",1162
"""NUP210L""",1482
"""LGALSL""",176
"""DCAF12L2""",477
"""DUXAP10""",1
"""MFRP""",798
"""SAMD7""",482
"""BCL2L10""",301
"""OR10J6P""",1
"""WDR13""",323
"""ABCD2""",615
"""MIR3974""",1
"""PSG8""",822
"""SLC13A3""",614
"""MRPL45P2""",1
"""BET1-AS1""",1
"""PSMB7""",243
"""NEK9""",779
"""TMEM259""",781
"""COBLL1""",1237
"""IGSF21""",520
"""MIR4471""",1
"""LINC02162""",1
"""MIR4703""",1
"""RNA5S5""",1
"""ANAPC16""",94
"""DSCR9""",2
"""DRC1""",748
"""HRC""",823
"""TMEM269-DT""",1
"""LINC02130""",1
"""USPL1""",938
"""ZNF618""",799
"""MUC2""",2207
"""MT-CO3""",1
"""MIR6866""",1
"""ZNF3""",441
"""AGBL5""",890
"""TMC3-AS1""",1
"""LINC00977""",1
"""ELL3""",428
"""OR4S2""",284
"""SLC6A6""",480
"""MIRLET7F2""",1
"""SIAH3""",303
"""MYO7A""",2494
"""TRIM49C""",453
"""PPM1M""",457
"""ST8SIA5-DT""",6
"""PIK3CD""",717
"""TLCD3B""",309
"""DNAJC7""",432
"""MPP7""",578
"""ZNF461""",546
"""MIR421""",1
"""P4HA2-AS1""",1
"""PSD3""",1392
"""PARTICL""",1
"""CST9""",179
"""PSPN""",239
"""LINC02190""",1
"""RB1""",1032
"""LILRP2""",1
"""METTL22""",698
"""SPOPL""",376
"""TENM4""",2500
"""SLC9A3R1-AS1""",2
"""ELAVL1""",136
"""MMP7""",279
"""PANX3""",375
"""OXCT2""",495
"""EIF3J""",211
"""MIR6869""",1
"""RADX""",508
"""CYLC1""",664
"""LINC01218""",1
"""LINC02383""",1
"""LINC02272""",7
"""IRX5""",563
"""ACAP1""",600
"""MIR509-1""",1
"""PDCD5""",175
"""RPS29""",119
"""TBX15""",611
"""LMF2""",985
"""XBP1""",380
"""IGHV3-43""",271
"""TNRC17""",1
"""KCTD21""",245
"""ZNF529""",546
"""LINC00616""",1
"""SLC25A39""",469
"""SNORD59B""",1
"""DHRSX""",305
"""ZNF722P""",200
"""NPHP3-AS1""",2
"""CHST11""",303
"""DPEP2""",556
"""FAM234A""",846
"""SPINK8""",90
"""ZNF704""",314
"""MIR4701""",1
"""C6orf136""",440
"""RAB5A""",186
"""IL9R""",813
"""FBXL16""",321
"""GRP""",188
"""MIR1276""",1
"""MIR4684""",1
"""MED19""",190
"""HLA-J""",1
"""RAB21""",166
"""SAA2-SAA4""",216
"""PPP3CB""",309
"""CACNA1F""",1397
"""HDAC9""",1178
"""THOC3-AS1""",1
"""OR1L3""",345
"""FBXO31""",515
"""SNORD93""",1
"""MIR6779""",1
"""LINC02049""",2
"""ARHGEF7-AS1""",1
"""LINC01153""",1
"""LINC01949""",1
"""ZNF804B""",1568
"""PLCB2""",1159
"""MIR9-2""",1
"""ZFYVE21""",321
"""MIR603""",1
"""CT47A2""",5
"""MRPS31""",367
"""TYROBP""",179
"""PTPN14""",1072
"""UBASH3A""",730
"""C3orf70""",258
"""WASH6P""",554
"""LINC01362""",1
"""FTSJ3""",838
"""PA2G4P4""",1
"""PARK7""",194
"""TOP3A""",932
"""GBF1""",1741
"""AARS2""",980
"""EML2""",1175
"""FBXW4P1""",1
"""CDKN1A""",222
"""HSBP1L1""",72
"""HTRA3""",484
"""PHAF1""",20
"""GGCX""",631
"""OR5AK3P""",1
"""SRPK3""",564
"""SPDL1""",596
"""LINC02105""",2
"""TLR3""",763
"""GUSB""",648
"""MYOSLID-AS1""",1
"""SETD1B""",1461
"""ADAMTS20""",2177
"""NTPCR""",223
"""LINC00518""",2
"""DNTTIP2""",623
"""ZNF713""",393
"""TRAV1-1""",122
"""CAD""",1728
"""FDCSP""",99
"""ACVR2A""",313
"""IGHV3OR16-9""",165
"""PRR32""",256
"""GUCA1C""",282
"""RBAK""",680
"""MIR4477B""",1
"""C17orf58""",305
"""RGS5-AS1""",1
"""SMS""",266
"""MIER1""",549
"""SRGAP2-AS1""",1
"""RBPMS""",292
"""SH3TC2-DT""",1
"""MIR4658""",1
"""ZFAT""",1295
"""LINC02453""",1
"""CDC42SE1""",57
"""CES1P1""",4
"""LINC00923""",2
"""H3C1""",3
"""CCZ1B""",442
"""CSAG3""",78
"""CDC27""",829
"""CHRM3""",572
"""GABBR1""",646
"""FAM3C""",179
"""SPINK6""",93
"""ADAMTS19-AS1""",1
"""BPY2B""",3
"""RUSF1""",534
"""POLE4""",147
"""OCA2""",1014
"""ATP6V1H""",438
"""RBBP5""",275
"""PTGFR""",378
"""DNM1P50""",1
"""PABPC4""",527
"""LINC02859""",4
"""LRTOMT""",494
"""PLEKHF1""",345
"""FAM27B""",2
"""OR1A2""",322
"""ZNF25-DT""",3
"""MIR3614""",1
"""GYPC""",206
"""MAP4""",2462
"""CHL1""",1664
"""PHC2-AS1""",1
"""TMEM86A""",196
"""SMPD4BP""",1
"""SPTLC2""",466
"""MIR1228""",1
"""DEFB116""",161
"""ORC4""",437
"""SLIT2-IT1""",1
"""PRMT2""",577
"""MBOAT2""",383
"""MED25""",781
"""MIR5695""",1
"""MIR5689HG""",1
"""SNAR-H""",1
"""KRT84""",700
"""ABCA9""",1491
"""NEDD4""",1301
"""PDIK1L""",176
"""PLXNA1""",1590
"""SCN8A""",1666
"""ZNF426""",545
"""MIR548D2""",1
"""SERTAD2""",285
"""SNORD128""",1
"""LINC00602""",1
"""OR11H2""",438
"""BYSL""",420
"""PRSS56""",532
"""LINC01654""",1
"""FTH1""",257
"""IL3RA""",518
"""CCDC124""",239
"""LRRC19""",343
"""SGSH""",741
"""UBR7""",319
"""NFATC2""",946
"""LKAAEAR1""",270
"""TRPC1""",584
"""ST20""",80
"""CCL14""",160
"""STT3A""",428
"""OR2M3""",462
"""CDS2""",289
"""MIR4316""",1
"""ZFYVE27""",471
"""FAM239B""",2
"""FAM87A""",2
"""MIR7106""",1
"""PDGFRB""",970
"""MIR875""",1
"""RBM19""",995
"""MFSD14B""",428
"""HPSE2""",614
"""LINC01138""",2
"""CLDN12""",178
"""SLC5A12""",640
"""SNORD116-17""",1
"""TEX38""",191
"""IFNE""",224
"""SNRNP40""",276
"""ZNF714""",646
"""C1QTNF5""",212
"""TTTY1B""",1
"""UBL7""",323
"""MPI""",539
"""RTKN""",581
"""ANO6""",880
"""CLDN9""",278
"""LRRC7""",930
"""GPKOW""",338
"""TDG""",413
"""AP1M1""",285
"""APPBP2""",325
"""MIR4484""",1
"""AMMECR1L""",181
"""SH3D19""",867
"""ACOT4""",448
"""LINC00337""",2
"""ZNF32-AS3""",1
"""GPSM3""",190
"""GLMP""",451
"""CACNB3""",451
"""GRAMD1C""",634
"""NPIPB12""",332
"""IGLV6-57""",334
"""SWT1""",704
"""CBLL2""",353
"""IGHV3-74""",311
"""FGFR4""",860
"""ACOT1""",338
"""FAM223B""",2
"""COG2""",629
"""PCSK4""",1002
"""CHUK""",468
"""MIR4744""",1
"""RAB14""",82
"""ODC1-DT""",1
"""GRK7""",546
"""SCAP""",1201
"""MIR4327""",1
"""IQCM""",317
"""TNIP2P1""",1
"""POLH""",613
"""CARMIL1""",1167
"""FAM207A""",327
"""LINC02777""",7
"""MIDN""",569
"""GIMAP7""",292
"""ULK4""",1297
"""PDYN-AS1""",1
"""CYTL1""",155
"""TMEM150A""",257
"""TMEM14EP""",2
"""PLEKHM1P1""",1
"""LINC02603""",3
"""MIR7975""",1
"""BCL2A1""",175
"""SLC17A2""",449
"""SNORA3C""",1
"""HECTD4""",2896
"""EPX""",812
"""CXCL16""",227
"""TIMM44""",501
"""CCDC92B""",7
"""CERS4""",480
"""LINC01732""",1
"""CBWD3""",444
"""TXNRD3""",410
"""LINC00216""",1
"""SCYL2""",736
"""LINC00244""",1
"""COPS4""",260
"""LNC-LBCS""",3
"""LDLRAD3""",364
"""TLX2""",429
"""MIR10396B""",1
"""LINC02278""",1
"""MIR624""",1
"""MYO9B""",1873
"""ZNF772""",524
"""TBC1D22A""",584
"""XKR3""",433
"""IER3IP1""",96
"""PRODH""",617
"""USP17L11""",172
"""LINC00377""",1
"""REEP2""",229
"""RPS6KA1""",702
"""FAM167A""",334
"""TIMM17A""",154
"""TRBV10-2""",149
"""LRRCC1""",952
"""SOS1""",1045
"""IMPDH2""",414
"""GAGE2C""",1
"""IGKV1D-37""",86
"""ILF3-DT""",1
"""CAMK2N1""",53
"""AMT""",461
"""OR10H2""",360
"""IGSF3""",1100
"""TTLL13P""",642
"""LINC00845""",1
"""LRRC8D""",540
"""RUVBL1-AS1""",1
"""RNVU1-3""",1
"""PLEKHM2""",926
"""MTHFD1""",698
"""TMX1""",292
"""PDE8A""",786
"""PPIL6""",374
"""GHRHR""",589
"""MIR6791""",1
"""ABI1""",411
"""CTTNBP2NL""",543
"""EXOC2""",736
"""SCN1B""",406
"""ABL1""",950
"""MIR6734""",1
"""PCDHGA2""",1129
"""BMS1P18""",1
"""C9orf129""",2
"""DNAJC22""",357
"""MIR4476""",1
"""TFAP4""",385
"""LINC00345""",3
"""TBX2""",678
"""RPL3L""",496
"""ADCY1""",841
"""ERC2""",825
"""LINC00336""",2
"""NCAPG""",787
"""TSPO""",178
"""HEATR3""",588
"""ADH5""",318
"""SLC35E2B""",379
"""H2BC10""",863
"""MINDY3""",420
"""TTYH2""",572
"""SP100""",996
"""CLEC1B""",293
"""TBX10""",437
"""TNFSF18""",189
"""ZSCAN9""",445
"""LINC02425""",1
"""GAS7""",445
"""LINC01625""",1
"""GABRA4""",519
"""OR9A4""",365
"""LAMP3""",424
"""AURKA""",305
"""MIR4639""",1
"""LINC02833""",10
"""HTR2C""",388
"""RNA5S12""",1
"""PSMA2""",118
"""EDNRB""",452
"""OR5K4""",379
"""BAMBI""",283
"""CCZ1""",458
"""ADAMTS19""",1133
"""CTBS""",386
"""PCDHB7""",1229
"""CMYA5""",3806
"""TRBJ2-2P""",18
"""TBC1D3H""",167
"""MIR718""",1
"""BANF2""",109
"""ACHE""",569
"""OR4F3""",4
"""UMPS""",468
"""NOP2""",844
"""DECR1""",388
"""TEX19""",164
"""ARHGAP42-AS1""",1
"""LINC01446""",1
"""PGRMC2""",290
"""LINC02431""",1
"""COA1""",294
"""DAXX""",634
"""SLC45A4""",915
"""USP9Y""",612
"""BMP2KL""",1
"""FBXO47""",422
"""SH3GL1P1""",1
"""CDK6""",202
"""WNT10A""",595
"""MRPS17""",129
"""RNASEH2A""",325
"""HAO1""",441
"""SNORD62B""",1
"""ZNF517""",678
"""MCEMP1""",193
"""PINK1""",620
"""ACE""",1678
"""IER2""",273
"""DCP1B""",627
"""ZNF285""",684
"""XG""",190
"""TMEM131""",1533
"""GATB""",551
"""FAM209A""",211
"""USP12-AS2""",1
"""LINC01831""",1
"""MIR6770-2""",1
"""PDE4D""",861
"""CXCL9""",117
"""C1QB""",189
"""DEFB117""",1
"""NFIX""",365
"""ITIH3""",850
"""LINC02143""",1
"""LINC02489""",3
"""LRP11""",470
"""ARHGAP25""",759
"""TDH""",5
"""MIR19B1""",1
"""RICTOR""",1250
"""NHLRC3""",319
"""RNU11""",1
"""SPTBN1""",1805
"""LINC01616""",1
"""TMEM141""",120
"""NID1""",1316
"""HLX""",542
"""PHC2""",700
"""TMPO""",942
"""LINC02168""",1
"""SH3GL2""",335
"""CBY2""",523
"""TPTEP2""",1
"""CFAP97D2""",99
"""ATP6V1C2""",403
"""MIR943""",1
"""FAM205A""",1094
"""MIR3648-1""",1
"""BPNT1""",304
"""MGAM2""",1941
"""MIR657""",1
"""TBL1X""",257
"""FADS2""",393
"""FBXL2""",395
"""LIX1-AS1""",16
"""ZNF793""",505
"""DCTD""",279
"""MIR4757""",1
"""MASTL""",754
"""INSYN2A""",514
"""CORO1B""",496
"""CPB2""",380
"""MIR762HG""",3
"""GDI1""",262
"""SSX8P""",2
"""LINC01855""",1
"""LINC02687""",1
"""TRAJ22""",17
"""CHST3""",542
"""PGBD5""",470
"""FRG1DP""",1
"""PSMB11""",346
"""UTP11""",233
"""TNKS""",1261
"""SLC12A5-AS1""",1
"""STRAP""",242
"""TBL2""",564
"""DPP8""",711
"""RPA4""",229
"""SLBP""",342
"""ALOX15P1""",1
"""NLRP14""",1225
"""IGHD5-12""",18
"""UGCG""",229
"""SLCO1B3""",885
"""PPP1R3B""",332
"""MIR3926-2""",1
"""KIAA1210""",1338
"""CMTM6""",149
"""C1QL1""",204
"""MIR6512""",1
"""TYRO3""",826
"""LRRN4""",824
"""ZNF710""",637
"""PPP2R2B-IT1""",1
"""LINC01748""",1
"""RLF""",1324
"""TTC22""",659
"""STAG3L4""",3
"""ZBTB22""",523
"""SYNPO2L""",951
"""B3GNTL1""",469
"""SNU13""",260
"""C2CD4C""",393
"""MKRN7P""",1
"""DYNC1LI1""",468
"""BIRC3""",540
"""OR4C46""",631
"""CLEC9A""",225
"""SPDYE10P""",4
"""EDDM13""",89
"""CEP170""",1430
"""LINC00351""",1
"""NSUN4""",759
"""SPATA17-AS1""",1
"""CD34""",405
"""PPP4R2""",415
"""SNORD45B""",1
"""LINC02762""",1
"""CYP4V2""",541
"""APOC3""",124
"""NAF1""",547
"""S1PR1""",307
"""UBE2L3""",59
"""RNF208""",249
"""CYP4F29P""",1
"""FGF6""",247
"""SIAE""",469
"""WBP4""",348
"""GALNT12""",614
"""MIR10523""",1
"""PSAPL1""",643
"""L3MBTL4""",615
"""MAP3K20""",749
"""SKA2""",183
"""DFFB""",432
"""MSX2P1""",1
"""LINC00317""",1
"""OR2W1""",339
"""KICS2""",6
"""QRFP""",175
"""MAGEB10""",268
"""RAB11FIP3""",698
"""SLC2A13""",568
"""MIR6874""",1
"""CD24""",164
"""SNORA107""",1
"""CACNA2D4""",1470
"""SNORA70C""",1
"""UEVLD""",418
"""LPP-AS2""",1
"""ALKBH6""",261
"""MIR7112""",1
"""ZNF528""",844
"""REN""",351
"""COMMD10""",252
"""ADSL""",585
"""DOK4""",350
"""EXOC5""",482
"""RSPO4""",301
"""NMD3""",506
"""MIR567""",1
"""MOAP1""",322
"""BAP1""",921
"""SLC35F2""",366
"""SLC25A40""",301
"""MLX""",270
"""LINC02708""",4
"""SLC4A7""",1071
"""LINC01233""",2
"""LDAH""",397
"""KRTAP23-1""",66
"""MIR12130""",1
"""LMBRD2""",506
"""SNHG1""",12
"""TMEM86B""",278
"""OR4F5""",200
"""ANAPC1P1""",1
"""HLA-DQB1-AS1""",1
"""PCDH9""",1169
"""ABCG4""",519
"""NODAL""",317
"""LINC01939""",1
"""OLFML2A""",731
"""SNORD114-30""",1
"""LAMTOR4""",191
"""GNAT3""",348
"""ENPEP""",1028
"""CAPZA1""",210
"""MIR3115""",1
"""LINC00581""",1
"""SULT1C3""",331
"""RMDN2-AS1""",1
"""MIR514A3""",1
"""KRTAP8-1""",83
"""PRR14""",548
"""ZNF606""",768
"""EMP3""",231
"""MLF1""",383
"""AADACL2-AS1""",2
"""LINC00619""",1
"""CABP1""",391
"""EXOSC8""",246
"""KLK15""",361
"""SLU7""",411
"""CEP76""",545
"""LACTB2-AS1""",1
"""TTK""",773
"""ALKBH8""",593
"""MR1""",372
"""KCND3-AS1""",1
"""TEAD1""",309
"""FBXL22""",430
"""GATA3""",450
"""VAV2""",767
"""ARSG""",548
"""TMEM191C""",361
"""B3GALT2""",315
"""SNORD149""",1
"""MAGOHB""",156
"""PSG3""",813
"""LAMTOR5""",214
"""ACP2""",431
"""PITPNM1""",1041
"""TNFRSF10A""",568
"""ARL3""",110
"""MIR6073""",1
"""MRPS22""",341
"""LINC02195""",2
"""PROP1""",240
"""TELO2""",966
"""FBXW5""",860
"""TMX4""",325
"""NACA""",1824
"""PSMD6-AS2""",1
"""ACIN1""",1200
"""UTP6""",548
"""SNORD116-1""",1
"""PRDM4""",680
"""ALDH1L1""",964
"""CBLIF""",413
"""MTR""",1008
"""FUNDC2P2""",1
"""PLAU""",416
"""ADGRD1""",1011
"""IGHV3-53""",301
"""ZMYM6""",999
"""MTMR7""",837
"""MTRNR2L13""",13
"""ACTRT3""",347
"""ISOC1""",293
"""SNORA21""",1
"""CRISPLD1""",530
"""OR10G3""",285
"""MIR1183""",1
"""MIR766""",1
"""ZNF93""",764
"""TRPC5""",571
"""FDX1""",148
"""LINC01087""",1
"""MFSD12""",1099
"""CDKN2B-AS1""",14
"""CORO7-PAM16""",1101
"""NAXE""",336
"""SETBP1""",1307
"""LINC02150""",1
"""MIR8071-2""",1
"""CLPS""",137
"""H4C13""",3
"""CNDP1""",549
"""CREBL2""",71
"""SDCBP2-AS1""",3
"""ZNF141""",516
"""ANKRD20A19P""",1
"""CADM2""",435
"""CEACAM16""",431
"""SIX4""",660
"""TMEM62""",595
"""KISS1""",186
"""BRMS1""",332
"""LINC02093""",1
"""CCDC179""",66
"""ADRA2C""",461
"""MIR125B2""",1
"""C5orf63""",190
"""DHRS2""",448
"""RPL31P11""",1
"""CCHCR1""",809
"""MIR3186""",1
"""GTF2IP12""",1
"""CDC16""",514
"""H2AC19""",10
"""TIGAR""",234
"""OR1K1""",345
"""MIR6837""",1
"""PKD1P1""",1
"""LINC02454""",1
"""MIR548AX""",1
"""PIGN""",999
"""PHF7""",370
"""LRWD1""",761
"""SAE1""",411
"""CCT2""",475
"""COL11A1""",2300
"""TMED3""",262
"""LINC02298""",1
"""LINC02705""",2
"""NEU4""",748
"""RXFP4""",366
"""DTX3L""",640
"""PPP1R27""",184
"""OR4C13""",521
"""ATP6V1G2-DDX39B""",61
"""TRBV4-3""",1
"""MIR6796""",1
"""NBPF18P""",1
"""CD99L2""",296
"""THSD7A""",1851
